ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
	the person			tərmu	tərmu						
	the pig			pak	pak						
	the rain			təmu	təmu						
	the rainbow										
	the rice plant										
	the river			ɲangən	ɲangən						
	the road			tɽalaʔ	tɽalaʔ						
	the roof										
	the root										
	the rope			təmbriʔ	təmbriʔ						
	the salt			tshe	tshe						
	the sand			phjema	phjema						
	the sea										
	the seed			tərpuʔ	tərpuʔ						
	the sheep			kəɟoʔ	kəɟoʔ						
	the shit			təpʃiʔ	təpʃiʔ						
	the shoulder			tarpaʔk	tarpaʔk						
	the sickle			təntwa	təntwa						
	the skin			ʃartse	ʃartse						
	the skin			təndɽu	təndɽu						
	the sky			təmu	təmu						
	the smoke			takhuʔ	takhuʔ						
	the snake			khapriʔ	khapriʔ						
	the snow			təjva	təjva						
	the son			təzapuʔ	təzapuʔ						
	the sparrow										
	the spider			khaʃnaʔ	khaʃnaʔ						
	the star			skarme	skarme						
	the stick			tader	tader						
	the stone (a piece of)			ɟulok	ɟulok						
	the stone (a piece of)			nɟilək	nɟilək						
	the sun			kəjaʔm	kəjaʔm						
	the tail			tajmi	tajmi						
	the thigh										
	the thunder			tarmoʔk	tarmoʔk						
	the tiger			khoŋ	khoŋ						
	the tongue			təʃmi	təʃmi						
	the tooth (front)			təʃwa	təʃwa						
	the tree			ʃu	ʃu						
	the water			təɟuʔ	təɟuʔ						
	the wheat			taji	taji						
	the wife			tarɟaʔp	tarɟaʔp						
	the wind			khalu	khalu						
	the wing										
	the wolf			spjankə	spjankə						
	the woman			jimo	jimo						
	the wood (material)			ʃu	ʃu						
	the work			karama	karama						
	the worm			kəlu	kəlu						
	the year			təpa	təpa						
	there										
	they [third person plural]			wuɟoɲo	wuɟoɲo						
	thick			kəjaʔk	kəjaʔk						
	thin										
	thin (object)										
	thin (slim)										
	this			tʃəʔ	tʃəʔ						
	thou [second person singular]			nənɟo	nənɟo						
	three			kəsam	kəsam						
	to be alive										
	to bite			kamtʃuk	kamtʃuk						
	to blow (of wind)			kavamot	kavamot						
	to breathe										
	to burn [intransitive]		burnt, scorched	kəkavaʃki	kəkavaʃki						
	to burn [transitive]			kacop	kacop						
	to burn [transitive]		burn, make a fire	kaplu	kaplu						
	to burn [transitive]		burn, scorch	kasaʃki	kasaʃki						
	to buy			kaku	kaku						
	to chew			kavaŋka	kavaŋka						
	to choose			kantʃhiʔ	kantʃhiʔ						
	to climb			kaməjkə	kaməjkə						
	to come			kavi	kavi						
	to cook										
	to count			karstə	karstə						
	to cry (weep)			kavavu	kavavu						
	to cut		cut, chop; tear off, pick, pluck	kaphot	kaphot						
	to cut		cut up, dice	karantsuk	karantsuk						
	to die			kaʃi	kaʃi						
	to dig			kardzwa	kardzwa						
	to drink			kamoʔt	kamoʔt						
	to eat			kandza	kandza						
	to fall			kambət	kambət						
	to fear (be afraid)			kaʒder	kaʒder						
	to fight			kaŋaleletʔt	kaŋaleletʔt						
	to float										
	to flow										
	to fly (move through air)			kambjam	kambjam						
	to forget			kajmə	kajmə						
	to freeze (intransitive)			karəkwam	karəkwam						
	to give			kakham	kakham						
	to give			kambəm	kambəm						
	to give			kambuʔ	kambuʔ						
	to grow		sow; plant; grow	kaji	kaji						
	to hear			kaməjen	kaməjen						
	to hear			karəkna	karəkna						
	to hide (conceal)			kaʃapki	kaʃapki						
	to hit		hit, collide with	kartsə	kartsə						
	to hit		hit randomly	kastsok	kastsok						
	to hit			katop	katop						
	to hold			kəndʒəʔt	kəndʒəʔt						
	to hunt			kavarweʔk	kavarweʔk						
	to kill			kasat	kasat						
	to knead										
	to know			kaʃə	kaʃə						
	to know (something)			kaʃə	kaʃə						
	to laugh			kanari	kanari						
	to learn			kaslep	kaslep						
	to lick			kanəzoʔk	kanəzoʔk						
	to lie down										
	to lie, rest										
	to marry (a man marries a woman)			ɟefun¤ kava	ɟefun¤ kava						
	to open			kaci	kaci						
	to open			kacu	kacu						
	to open			kasənɟət	kasənɟət						
	to plant (vegetals, rice)		plant; sow; grow	kaji	kaji						
	to play			kanəmbri	kanəmbri						
	to pull			kanthen	kanthen						
	to pull			karwu	karwu						
	to push			kanərko	kanərko						
	to push			kataʔ	kataʔ						
	to push			katɽap	katɽap						
	to reside (live)		live; be at home; stay; sit	kaɲu	kaɲu						
	to rub			kakli	kakli						
	to run			karɟəʔk	karɟəʔk						
	to say			kacəs	kacəs						
	to scratch										
	to see			kaməto	kaməto						
	to sew			katɽop	katɽop						
	to shoot (an arrow)		hit; do; write	kaleʔt	kaleʔt						
	to sing			kharɟak kava	kharɟak kava						
	to sit			kaɲu	kaɲu						
	to sleep			kanəɟup	kanəɟup						
	to smell (perceive odor) [transitive]										
	to sow (broadcast, scatter seeds)			kaji	kaji						
	to spit										
	to split			kambek	kambek						
	to split			kaphjak	kaphjak						
	to squeeze										
	to stab										
	to stand										
	to steal			kaʃmo	kaʃmo						
	to swell										
	to swim										
	to think (reflect)			kasəso	kasəso						
	to throw			kaphət	kaphət						
	to tie (together)			karŋgop	karŋgop						
	to turn (around)			kaməʒur	kaməʒur						
	to vomit			təmphət kaleʔt	təmphət kaleʔt						
	to walk			kavətɽi	kavətɽi						
	to wash			karstʃu	karstʃu						
	to wipe		sweep; wipe	kakhrət	kakhrət						
	to wipe		wipe; rub	kaphjit	kaphjit						
	to yawn			tahem kava	tahem kava						
	today			pəʃnu	pəʃnu						
	tomorrow			soʃnu	soʃnu						
	twenty			kəɲeszɟi	kəɲeszɟi						
	two			kəɲes	kəɲes						
	warm (hot)										
	we [first person plural inclusive]			jiɟo	jiɟo						
	wet										
	what			thi	thi						
	when			kəʃtɽə	kəʃtɽə						
	where			kətʃe	kətʃe						
	white			kəpraʔm	kəpraʔm						
	who			si	si						
	wide			kəjam	kəjam						
	yellow			serpo	serpo						
	yesterday			pəʃur	pəʃur						
	you [second person plural]			nənɟoɲo	nənɟoɲo						
	young										
