ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
31188	the rope			kruiwḥ	kruiwḥ	k r ui w ḥ			31188		1071
31189	the salt			chāḥ	chāḥ	ch ā ḥ			31189		4160
31190	the sand			sai	sai	s ai			31190		212
31191	the sea			paṅ◦lay	paṅ◦lay	p a ṅ ◦ + l a y			31191		3827
31192	the seed			myuiwḥ◦ciyʔ	myuiwḥ◦ciyʔ	m j ui w ḥ ◦ c i j ʔ	seed s-seed		31192		127
31193	the sheep			suiwḥ	suiwḥ	s ui w ḥ			31193		3405
38793	the shit			khliyḥ	khliyḥ	kh l i y ḥ			38793		29700
31194	the shoulder			pa◦khuṃḥ	pa◦khuṃḥ	p a + kh u ṃ ḥ			31194		10161
31195	the skin			a◦riy	a◦riy	a + r i j			31195		1163
31196	the sky			muiwḥ	muiwḥ	m ui w ḥ			31196		499
31197	the smoke			khuiwḥ	khuiwḥ	k h ui w ḥ			31197		68
31198	the snake			mruy	mruy	m r u j			31198		70
31199	the snow			nhaṅḥ	nhaṅḥ	nh a ṅ ḥ			31199		692
31200	the son			sāḥ	sāḥ	s ā ḥ			31200		73
31278	the sparrow			cā◦ka◦leḥ	cā◦ka◦leḥ	c ā ◦ k a ◦ l e ḥ			31278	!Written Burmese	3870
31201	the spider			paṅʔ◦kū	paṅʔ◦kū	p a ṅ ʔ ◦ k ū			31201		3575
31202	the star			kray	kray	k r a j			31202		1073
31203	the stick			tut	tut	t u t			31203		1247
31279	the stone (a piece of)			kyok	kyok	k j o k			31279	Form from Written Burmese. @lingulist	1078
31204	the sun			niy	niy	n i j			31204		83
31205	the tail			mrīḥ	mrīḥ	m r ī ḥ			31205		84
31206	the thigh			po₂ṅ	po₂ṅ	p o₂ ṅ			31206		3451
38794	the thunder			myuivḥ khyunḥ	myuivḥ khyunḥ	m y u i v ḥ + kh y u n ḥ			38794		1240
31207	the tiger			klāḥ	klāḥ	k l ā ḥ			31207		1053
31208	the tongue			lhyā	lhyā	lh j ā			31208		4190
31280	the tooth (front)			svāḥ	svāḥ	s v ā ḥ			31280	!Written Burmese	10482
31209	the tree			sac◦paṅ	sac◦paṅ	s a c ◦ p a ṅ			31209		3396
31210	the water			riy	riy	r i j			31210		2787
31281	the wheat			gyūṃ	gyūṃ	g y ū ṃ			31281	!Written Burmese	3831
31211	the wind			liy	liy	l i j			31211		994
31212	the wing			to₂ṅ◦paṁ	to₂ṅ◦paṁ	t o₂ ṅ ◦ p a ṁ			31212	first syllable cognate with the etymon found in Pumi etc	1055
31282	the woman			minḥ◦ma	minḥ◦ma	m i n ḥ ◦ m a			31282	!Written Burmese	29768
31213	the wood (material)			sac	sac	s a c			31213		8175
31214	the year			ʔa◦nhac	ʔa◦nhac	ʔ a ◦ nh a c			31214		1866
31215	thick			tup	tup	t u p			31215		3690
31216	thin (object)			pāḥ	pāḥ	p ā ḥ			31216		3196
31217	this			sañ	sañ	s a ñ			31217		3811
31218	thou [second person singular]			ññaññḥ	ññaññḥ	ññ a ññ ḥ			31218		10475
31219	three			suṃḥ	suṃḥ	s u ṃ ḥ			31219		283
31220	to be alive			hiyʔ	hiyʔ	h i j ʔ			31220		3691
31221	to bite			ko₂k	ko₂k	k o₂ k			31221		1023
31222	to blow (of wind)			to₂k	to₂k	t o₂ k			31222		3692
31223	to burn [intransitive]			lo₂ṅ	lo₂ṅ	l o₂ ṅ			31223		1315
31224	to buy			vay	vay	v a j			31224		947
31225	to chew			vāḥ	vāḥ	v ā ḥ			31225		1220
31226	to come			lā	lā	l ā			31226		883
31227	to count			riy	riy	r i j			31227		1063
31228	to count			tiyḥ	tiyḥ	t i j ḥ			31228	Conn. to Jingpo doubtful. the more widespread word is rij. tijh is absent in all of LB	735
31229	to cry (weep)			ṅuiv	ṅuiv	ṅ ui v			31229		1127
31230	to die			siy	siy	s i j			31230		163
31231	to dig			thūḥ	thūḥ	th ū ḥ			31231		711
31232	to drink			so₂k	so₂k	s o₂ k			31232		1068
31233	to eat			cāḥ	cāḥ	c ā ḥ			31233		3419
31283	to fight			ran◦phrac	ran◦phrac	r a n ◦ ph r a c			31283	!Written Burmese	1025
31284	to float			pō	pō	p ō			31284	!Written Burmese	1082
31285	to float			myō	myō	m j ō			31285	!Written Burmese	2826
31234	to flow			cīḥ	cīḥ	c ī ḥ			31234		932
31235	to fly (move through air)			pyaṃ	pyaṃ	p j a ṃ			31235		10206
31236	to forget			miyʔ	miyʔ	m i j ʔ			31236		1575
31237	to give			piyḥ	piyḥ	p i j ḥ			31237		1913
31238	to hear			krāḥ	krāḥ	k r ā ḥ			31238		1042
31239	to hide (conceal)			pho₁k	pho₁k	ph o₁ k			31239		1077
31240	to hold			ko₂ṅ	ko₂ṅ	k o₂ ṅ			31240		1031
31286	to hunt			a◦mai◦luik	a◦mai◦luik	a + m ai + l ui k			31286	!Written Burmese	1054
31241	to kill			sat	sat	s a t			31241		3125
31242	to knead			nay	nay	n a j			31242		4197
31243	to know (something)			siʔ	siʔ	s i ʔ			31243		2279
31244	to laugh			ray	ray	r a j			31244		438
31245	to learn			saṅ	saṅ	s a ṅ			31245		2693
31246	to lick			lyak	lyak	l j a k			31246		101
31247	to lie down			lai	lai	l ai			31247		2697
31287	to marry (a man marries a woman)			lak◦thap	lak◦thap	l a k ◦ th a p			31287	!Written Burmese	3698
31288	to marry (a man marries a woman)			ññāḥ	ññāḥ	ññ ā ḥ			31288	!Written Burmese	3699
31289	to marry (a man marries a woman)			ra	ra	r a			31289	!Written Burmese	3700
31290	to plant (vegetals, rice)			suik	suik	s ui k			31290	words with -uik are not inherited	1118
38795	to play			ka cāḥ	ka cāḥ	k a + c ā ḥ			38795		1030
31248	to pull			cho₁y	cho₁y	ch o₁ j			31248		1051
31249	to push			to₁nḥ	to₁nḥ	t o₁ n ḥ			31249		1301
31250	to push			tuivḥ	tuivḥ	t ui v ḥ			31250		3694
31251	to push			nhip	nhip	nh i p			31251		3695
31252	to reside (live)			niy	niy	n i j			31252		1038
31253	to run			pliyḥ	pliyḥ	p l i j ḥ			31253		47
31254	to scratch			phyo₂k	phyo₂k	ph j o₂ k			31254		126
31255	to see			mraṅ	mraṅ	m r a ṅ			31255		1329
31256	to shoot (an arrow)			pac	pac	p a c			31256		1089
31257	to sing			chuiw	chuiw	ch ui w			31257		3260
31258	to sleep			ʔip	ʔip	ʔ i p			31258		2244
31259	to smell (perceive odor) [transitive]			mhuyḥ	mhuyḥ	mh u j ḥ			31259		10548
31260	to spit			thuyḥ	thuyḥ	th u j ḥ			31260		1067
31261	to stand			ryap	ryap	r j a p			31261		2246
31262	to steal			khuiwḥ	khuiwḥ	kh ui w ḥ			31262		10464
31263	to think (reflect)			tuyḥ	tuyḥ	t u j ḥ			31263		1061
31291	to throw			pac	pac	p a c			31291	!Written Burmese	928
31264	to vomit			ʔan	ʔan	ʔ a n			31264		3174
31265	to walk			lhyok	lhyok	lh j o k			31265		3697
31292	to walk			svāḥ	svāḥ	s v ā ḥ			31292	!Written Burmese	887
31266	to wipe			sut	sut	s u t			31266		1001
31293	today			dī◦neʔ	dī◦neʔ	dī ◦ n e ʔ			31293	!Written Burmese	3701
31294	tomorrow			ma◦nak◦phran	ma◦nak◦phran	m a ◦ n a k ◦ ph r a n			31294	!Written Burmese	1263
31267	twenty			nhac◦chay	nhac◦chay	nh a c ◦ ch a y			31267		2812
31268	two			nhac	nhac	nh a c			31268		102
31269	wet			cuiw	cuiw	c ui w			31269		900
31270	white			phlū	phlū	ph l ū			31270		460
31271	who			sū	sū	s ū			31271		2253
31272	yellow			vā	vā	v ā			31272		3177
31295	yesterday			ma◦neʔ◦ka	ma◦neʔ◦ka	m a ◦ n e ʔ ◦ k a			31295	!Written Burmese	2442
31273	young			ṅay	ṅay	ṅ a j			31273		1264
