ID	DOCULECT	CONCEPT	VALUE	FORM	SOURCE	SAGART_ID
4634	GuanyinqiaoKhroskyabs	above	ru⁵⁵tse⁵⁵tʰa³³	ru⁵⁵tse⁵⁵tʰa³³	Huang2007	
4635	GuanyinqiaoKhroskyabs	above	ɕa⁵⁵ru³³la³³	ɕa⁵⁵ru³³la³³	Huang2007	
4636	GuanyinqiaoKhroskyabs	above	χa⁵⁵ru³³la³³	χa⁵⁵ru³³la³³	Huang2007	
5043	NjorogsKhroskyabs	above		ɕa³³rus⁵⁵	Yin2007	
5070	NjorogsKhroskyabs	above		ə³³rus⁵⁵	Yin2007	
5071	NjorogsKhroskyabs	above		ə³³tʰa⁵³	Yin2007	
5600	Tshobdun	above	ʃə́ta	ʃə́ta	Sun2019	
6013	NgyaltsuZbu	above	və-tɐ̂ʁ	və-tɐ̂ʁ	Gong2018	
6366	Zlarong	above	wɔ55ti55	wɔ55ti55	Zhao2019	
6442	KyomkyoSitu	above	tərka	tərka	Prins2016	
3	Bantawa	all	jamm@y	jamm@y	Jongens2009	33858
238	Daofu	all	thəm tɕɛ	thəm tɕɛ	Huang1992	19256
519	Japhug	all	tʰamtɕɤt	tʰamtɕɤt	Jacques2015b	101
520	Japhug	all	lonba	lonba	Jacques2015b	25848
930	Tangut	all	zji	zji	Li1997	38176
931	Tangut	all	zji¹	zji¹	Li1997	105
932	Tangut	all	rjur	rjur	Li1997	38196
1307	WobziKhroskyabs	all	pâ	pâ	Lai2017	31553
1626	Zhaba	all	jo³³dzo⁵⁵	jo³³dzo⁵⁵	Huang1992	21749
1907	MaerkangrGyalrong	all	kə tʃᴇt	kə tʃᴇt	Huang1992	17994
2165	MuyaKangding	all	me³³me⁵⁵	me³³me⁵⁵	Huang1992	21476
2691	MenyaGao	all		2meme	Gao2016	
2775	OldBurmese	all	ʔa◦kun	ʔa◦kun		31056
3022	QueyuXinlong	all	tə⁵⁵ɬye⁵⁵	tə⁵⁵ɬye⁵⁵	Huang1992	20581
3449	QueyuPubarong	all	tɕjālæ	tɕjālæ	GuanForthcoming	
3601	SiyuewuKhroskyabs	all	tsʰôŋmu	tsʰôŋmu		38798
3602	SiyuewuKhroskyabs	all	tʰæ̂mtɕʰæd	tʰæ̂mtɕʰæd		38799
3603	SiyuewuKhroskyabs	all	ɕærɕæ̂r	ɕærɕæ̂r		38800
3604	SiyuewuKhroskyabs	all	ftɕɑmɑ̂	ftɕɑmɑ̂		38801
3605	SiyuewuKhroskyabs	all	tæ̂r	tæ̂r		38802
3606	SiyuewuKhroskyabs	all	mæ̂d	mæ̂d		38803
3607	SiyuewuKhroskyabs	all	rlæ̂ʁ	rlæ̂ʁ		38804
3948	BragbarSitu	all	kəʑē	kəʑē	ZhangForthcoming	
3949	BragbarSitu	all	stamtɕhāt	stamtɕhāt	ZhangForthcoming	
4288	Geshiza	all		æqɛ	Honkasalo2019	
4330	Geshiza	all		gru	Honkasalo2019	
4510	Geshiza	all		stæ	Honkasalo2019	
4520	Geshiza	all		tʰæmtɕæ	Honkasalo2019	
4637	GuanyinqiaoKhroskyabs	all	tɛ³³tə⁵⁵	tɛ³³tə⁵⁵	Huang2007	
4638	GuanyinqiaoKhroskyabs	all	pɑ⁵³	pɑ⁵³	Huang2007	
4639	GuanyinqiaoKhroskyabs	all	xcçʰə³³fcçʰə⁵³	xcçʰə³³fcçʰə⁵³	Huang2007	
5029	NjorogsKhroskyabs	all		boq⁵⁵	Yin2007	
5328	NjorogsKhroskyabs	all		vde³³vde⁵³	Yin2007	
5449	Tshobdun	all	mɐ́lɐj	mɐ́lɐj	Sun2019	
5451	Tshobdun	all	mdiʔ	mdiʔ	Sun2019	
5625	Tshobdun	all	tʰɐmtʃet	tʰɐmtʃet	Sun2019	
5943	NgyaltsuZbu	all	rwoʁrwóʁʔ	rwoʁrwóʁʔ	Gong2018	
5997	NgyaltsuZbu	all	thɐmɐrɐmtɕét 	thɐmɐrɐmtɕét 	Gong2018	
6114	Zlarong	all	æ31wæ55	æ31wæ55	Zhao2019	
6443	KyomkyoSitu	all	kəʒu	kəʒu	Prins2016	
6444	KyomkyoSitu	all	pok	pok	Prins2016	
521	Japhug	and	cʰo	cʰo	Jacques2015b	154
2754	MenyaGao	and		1ʐə	Gao2016	
3441	QueyuPubarong	and	ʐɨ	ʐɨ	GuanForthcoming	
3608	SiyuewuKhroskyabs	and	zæ	zæ		38805
3950	BragbarSitu	and	nə	nə	ZhangForthcoming	
4447	Geshiza	and		ræ	Honkasalo2019	
4640	GuanyinqiaoKhroskyabs	and	ra⁵³	ra⁵³	Huang2007	
5355	NjorogsKhroskyabs	and		za⁵⁵	Yin2007	
5578	Tshobdun	and	scʰənəʔ	scʰənəʔ	Sun2019	
6027	NgyaltsuZbu	and			Gong2018	
6380	Zlarong	and			Zhao2019	
6445	KyomkyoSitu	and	narə	narə	Prins2016	
4	Bantawa	bad	ɨma (ɨsa)	ɨma (ɨsa)	Jongens2009	33860
5	Bantawa	bad	ɨssawa	ɨssawa	Jongens2009	33861
239	Daofu	bad	qhə mɛ	qhə mɛ	Huang1992	18948
240	Daofu	bad	gɛ qhə mɛ	gɛ qhə mɛ	Huang1992	19360
522	Japhug	bad	ŋɤn	ŋɤn	Jacques2015b	313
933	Tangut	bad	niow	niow	Li1997	38078
1308	WobziKhroskyabs	bad	mə-tsʰâ	mə-tsʰâ	Lai2017	31556
1627	Zhaba	bad	ʂtʂu⁵⁵tʂu³³	ʂtʂu⁵⁵tʂu³³	Huang1992	21824
1908	MaerkangrGyalrong	bad	mɑ kə snɑ	mɑ kə snɑ	Huang1992	18052
2166	MuyaKangding	bad	tsho⁵⁵βə⁵³	tsho⁵⁵βə⁵³	Huang1992	22519
2473	MenyaGao	bad		1kæ̠tɕhæ̠	Gao2016	
2776	OldBurmese	bad	chuiwḥ	chuiwḥ		31057
3023	QueyuXinlong	bad	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	Huang1992	20650
3450	QueyuPubarong	bad	mæ-tɕʰi	mæ-tɕʰi	GuanForthcoming	
3609	SiyuewuKhroskyabs	bad	ŋə̂n	ŋə̂n		38806
3951	BragbarSitu	bad	ŋân	ŋân	ZhangForthcoming	
4442	Geshiza	bad		qʰi	Honkasalo2019	
4641	GuanyinqiaoKhroskyabs	bad	ŋən⁵³	ŋən⁵³	Huang2007	
5122	NjorogsKhroskyabs	bad		ma³³la⁵⁵	Yin2007	
5499	Tshobdun	bad	ŋɐn	ŋɐn	Sun2019	
5881	NgyaltsuZbu	bad	kə-ŋɐ̂n	kə-ŋɐ̂n	Gong2018	
6115	Zlarong	bad	æ31wæ55	æ31wæ55	Zhao2019	
6192	Zlarong	bad	mu31lɔ55wu31	mu31lɔ55wu31	Zhao2019	
6446	KyomkyoSitu	bad	kəŋan	kəŋan	Prins2016	
523	Japhug	before	ɯ-ʁɤri	ɯ-ʁɤri	Jacques2015b	25819
847	Japhug	before		ɯ-ʁɤri	Jacques2015b	
1226	Tangut	before		ɕji¹	Li1997	
1265	Tangut	before		rjir²	Li1997	
1553	WobziKhroskyabs	before		dʑə́ɣ	Lai2017	
2680	MenyaGao	before		2kɛxʌ	Gao2016	
3451	QueyuPubarong	before	ŋgwə	ŋgwə	GuanForthcoming	
3610	SiyuewuKhroskyabs	before	rêdʑəɣ	rêdʑəɣ		38807
3952	BragbarSitu	before	kâj	kâj	ZhangForthcoming	
4431	Geshiza	before		ŋui	Honkasalo2019	
4642	GuanyinqiaoKhroskyabs	before	ə³³dʑə⁵⁵	ə³³dʑə⁵⁵	Huang2007	
5295	NjorogsKhroskyabs	before		so³³dʑi⁵⁵	Yin2007	
5390	Tshobdun	before	cʰeʔ	cʰeʔ	Sun2019	
5604	Tshobdun	before	ʃóxte	ʃóxte	Sun2019	
5999	NgyaltsuZbu	before	tsɐnɐ́mʔ	tsɐnɐ́mʔ	Gong2018	
6028	NgyaltsuZbu	before	və-ʁurî	və-ʁurî	Gong2018	
6257	Zlarong	before	ŋɡu55rɨ31	ŋɡu55rɨ31	Zhao2019	
6447	KyomkyoSitu	before	kəsce	kəsce	Prins2016	
6448	KyomkyoSitu	before	wakaj	wakaj	Prins2016	
6	Bantawa	below, under	hyu	hyu	Jongens2009	33866
241	Daofu	below, under	nə nkhvɛ	nə nkhvɛ	Huang1992	19110
524	Japhug	below, under	ɯ-pa	ɯ-pa	Jacques2015b	525
934	Tangut	below, under	khju	khju	Li1997	38146
1309	WobziKhroskyabs	below, under	vi	vi	Lai2017	31561
1628	Zhaba	below, under	ɑ¹³tshɿ³³	ɑ¹³tshɿ³³	Huang1992	21604
1909	MaerkangrGyalrong	below, under	wu spoi	wu spoi	Huang1992	17866
2167	MuyaKangding	below, under	mɐ̃³³tɕhø⁵³	mɐ̃³³tɕhø⁵³	Huang1992	19044
2168	MuyaKangding	below, under	nɑ³³to²⁴	nɑ³³to²⁴	Huang1992	22828
2641	MenyaGao	below, under		1væ̠	Gao2016	
2777	OldBurmese	below, under	ʔo₂k	ʔo₂k		31058
3024	QueyuXinlong	below, under	me¹³ntɕhə⁵⁵	me¹³ntɕhə⁵⁵	Huang1992	20421
3408	QueyuPubarong	below, under	wə	wə	GuanForthcoming	
3611	SiyuewuKhroskyabs	below, under	ví	ví		38808
3953	BragbarSitu	below, under	nō	nō	ZhangForthcoming	
3954	BragbarSitu	below, under	spōk	spōk	ZhangForthcoming	
3955	BragbarSitu	below, under	a-vī	a-vī	ZhangForthcoming	
3956	BragbarSitu	below, under	a-və̂	a-və̂	ZhangForthcoming	
4341	Geshiza	below, under		kʰætɕʰi	Honkasalo2019	
4554	Geshiza	below, under		və	Honkasalo2019	
4643	GuanyinqiaoKhroskyabs	below, under	ə³³qe⁵³	ə³³qe⁵³	Huang2007	
4644	GuanyinqiaoKhroskyabs	below, under	ə³³cçʰu⁵³	ə³³cçʰu⁵³	Huang2007	
4645	GuanyinqiaoKhroskyabs	below, under	ɕe⁵³tʰa⁵³	ɕe⁵³tʰa⁵³	Huang2007	
4646	GuanyinqiaoKhroskyabs	below, under	ji³³tse⁵⁵tʰa	ji³³tse⁵⁵tʰa	Huang2007	
4647	GuanyinqiaoKhroskyabs	below, under	ɕe⁵⁵la³³	ɕe⁵⁵la³³	Huang2007	
4648	GuanyinqiaoKhroskyabs	below, under	ɕe⁵⁵ji³³la³³	ɕe⁵⁵ji³³la³³	Huang2007	
5015	NjorogsKhroskyabs	below, under		a³³jis⁵⁵	Yin2007	
5044	NjorogsKhroskyabs	below, under		ɕa⁵⁵jis³³	Yin2007	
5066	NjorogsKhroskyabs	below, under		ə³³cçʰe⁵⁵	Yin2007	
5511	Tshobdun	below, under	pʰi	pʰi	Sun2019	
6014	NgyaltsuZbu	below, under	və-véʔ	və-véʔ	Gong2018	
6151	Zlarong	below, under	ke53re31	ke53re31	Zhao2019	
6449	KyomkyoSitu	below, under	taka	taka	Prins2016	
6450	KyomkyoSitu	below, under	tapa	tapa	Prins2016	
6451	KyomkyoSitu	below, under	təspoʔk	təspoʔk	Prins2016	
7	Bantawa	big	ɨdʰiwaŋ	ɨdʰiwaŋ	Jongens2009	33867
242	Daofu	big	gɛ cçhɛ	gɛ cçhɛ	Huang1992	19258
525	Japhug	big	wxti	wxti	Jacques2015b	578
935	Tangut	big	khwej	khwej	Li1997	38013
1310	WobziKhroskyabs	big	qʰrɑ́	qʰrɑ́	Lai2017	31562
1629	Zhaba	big	tɕi⁵⁵tɕi⁵⁵	tɕi⁵⁵tɕi⁵⁵	Huang1992	21751
1910	MaerkangrGyalrong	big	kə ktᴇ	kə ktᴇ	Huang1992	17996
2169	MuyaKangding	big	ki³³kɐ⁵³	ki³³kɐ⁵³	Huang1992	22985
2487	MenyaGao	big		1kikʌ	Gao2016	
2778	OldBurmese	big	krīḥ	krīḥ		31059
3025	QueyuXinlong	big	qo⁵⁵rʒi¹³	qo⁵⁵rʒi¹³	Huang1992	20582
3452	QueyuPubarong	big	ndʑũ	ndʑũ	GuanForthcoming	
3612	SiyuewuKhroskyabs	big	qʰrɑ́	qʰrɑ́		38809
3613	SiyuewuKhroskyabs	big	cʰæ̂d	cʰæ̂d		38810
3957	BragbarSitu	big	tī	tī	ZhangForthcoming	
3958	BragbarSitu	big	u-ktə̂	u-ktə̂	ZhangForthcoming	
4517	Geshiza	big		tɕʰæ	Honkasalo2019	
4649	GuanyinqiaoKhroskyabs	big	qʰra⁵⁵	qʰra⁵⁵	Huang2007	
4650	GuanyinqiaoKhroskyabs	big	cçʰɛ⁵³	cçʰɛ⁵³	Huang2007	
5204	NjorogsKhroskyabs	big		qʰraʔ⁵⁵	Yin2007	
5656	Tshobdun	big	xtεʔ	xtεʔ	Sun2019	
5891	NgyaltsuZbu	big	kə-xtíʔ	kə-xtíʔ	Gong2018	
6356	Zlarong	big	tu31po55	tu31po55	Zhao2019	
6452	KyomkyoSitu	big	kəktu	kəktu	Prins2016	
8	Bantawa	black	makɨwa	makɨwa	Jongens2009	33870
243	Daofu	black	ȵa ȵa	ȵa ȵa	Huang1992	19300
244	Daofu	black	ga ȵa	ga ȵa	Huang1992	19301
526	Japhug	black	ɲaʁ	ɲaʁ	Jacques2015b	737
936	Tangut	black	njaa¹	njaa¹	Li1997	741
1311	WobziKhroskyabs	black	ɲá	ɲá	Lai2017	31565
1630	Zhaba	black	na⁵⁵na⁵⁵	na⁵⁵na⁵⁵	Huang1992	22400
1911	MaerkangrGyalrong	black	kə nɐk	kə nɐk	Huang1992	18021
2170	MuyaKangding	black	ȵi⁵⁵ȵi³³	ȵi⁵⁵ȵi³³	Huang1992	23022
2549	MenyaGao	black		1ɲiɲi	Gao2016	
2779	OldBurmese	black	nak	nak		31060
3026	QueyuXinlong	black	ȵe⁵⁵ȵe³³	ȵe⁵⁵ȵe³³	Huang1992	20613
3357	QueyuPubarong	black	ɲēɲē	ɲēɲē	GuanForthcoming	
3614	SiyuewuKhroskyabs	black	ɲǽʁ	ɲǽʁ		38811
3959	BragbarSitu	black	nâk	nâk	ZhangForthcoming	
4413	Geshiza	black		ɲa	Honkasalo2019	
4651	GuanyinqiaoKhroskyabs	black	ɲɑ⁵⁵	ɲɑ⁵⁵	Huang2007	
5183	NjorogsKhroskyabs	black		ɲaʔq⁵⁵	Yin2007	
5497	Tshobdun	black	ɲa	ɲa	Sun2019	
5880	NgyaltsuZbu	black	kə-ɲɐ̂ʁ	kə-ɲɐ̂ʁ	Gong2018	
6241	Zlarong	black	ȵi31ȵi53	ȵi31ȵi53	Zhao2019	
6453	KyomkyoSitu	black	kəneʔk	kəneʔk	Prins2016	
9	Bantawa	cold (of temperature)	keŋma (keŋa)	keŋma (keŋa)	Jongens2009	33882
245	Daofu	cold (of temperature)	ʂkhu ʂkhu	ʂkhu ʂkhu	Huang1992	19366
527	Japhug	cold (of temperature)	mɯɕtaʁ	mɯɕtaʁ	Jacques2015b	1532
937	Tangut	cold (of temperature)	dạ²	dạ²	Li1997	1536
938	Tangut	cold (of temperature)	dʑjij	dʑjij	Li1997	38018
1312	WobziKhroskyabs	cold (of temperature)	rkʰô	rkʰô	Lai2017	31577
1631	Zhaba	cold (of temperature)	vɪ⁵⁵vɪ⁵⁵	vɪ⁵⁵vɪ⁵⁵	Huang1992	21835
1632	Zhaba	cold (of temperature)	ʌ⁵⁵guɛ⁵⁵	ʌ⁵⁵guɛ⁵⁵	Huang1992	24018
1912	MaerkangrGyalrong	cold (of temperature)	kə mə ʃtɑk	kə mə ʃtɑk	Huang1992	18059
2171	MuyaKangding	cold (of temperature)	ndza³³ndza⁵⁵	ndza³³ndza⁵⁵	Huang1992	23454
2700	MenyaGao	cold (of temperature)		2ndzæ̠ndzæ̠	Gao2016	
2780	OldBurmese	cold (of temperature)	ʔeḥ	ʔeḥ		31061
3027	QueyuXinlong	cold (of temperature)	qa⁵⁵tʃa¹³	qa⁵⁵tʃa¹³	Huang1992	20661
3028	QueyuXinlong	cold (of temperature)	tʃa¹³tʃa⁵⁵	tʃa¹³tʃa⁵⁵	Huang1992	20660
3453	QueyuPubarong	cold (of temperature)	tʂō	tʂō	GuanForthcoming	
3615	SiyuewuKhroskyabs	cold (of temperature)	rkʰô	rkʰô		38812
3960	BragbarSitu	cold (of temperature)	mə-ɕtiâk	mə-ɕtiâk	ZhangForthcoming	
4461	Geshiza	cold (of temperature)		rkʰo	Honkasalo2019	
4652	GuanyinqiaoKhroskyabs	cold (of temperature)	rkʰo⁵³	rkʰo⁵³	Huang2007	
5231	NjorogsKhroskyabs	cold (of temperature)		rkʰoʔ⁵⁵	Yin2007	
5646	Tshobdun	cold (of temperature)	wɐⁿdʒiʔ	wɐⁿdʒiʔ	Sun2019	
5889	NgyaltsuZbu	cold (of temperature)	kə-vɐndʑɐ̂	kə-vɐndʑɐ̂	Gong2018	
6224	Zlarong	cold (of temperature)	ndʑa31li53	ndʑa31li53	Zhao2019	
6454	KyomkyoSitu	cold (of temperature)	kəməʃtak	kəməʃtak	Prins2016	
246	Daofu	correct (right)	ŋi ŋi	ŋi ŋi	Huang1992	19349
528	Japhug	correct (right)	ɣɤŋgi	ɣɤŋgi	Jacques2015b	1691
529	Japhug	correct (right)	ɯ-stu	ɯ-stu	Jacques2015b	32322
939	Tangut	correct (right)	ɴgrig	ɴgrig	Li1997	1695
940	Tangut	correct (right)	tɕjɨj	tɕjɨj	Li1997	38182
1313	WobziKhroskyabs	correct (right)	vɟê	vɟê	Lai2017	31579
1633	Zhaba	correct (right)	tʌ³³ndʑa⁵⁵	tʌ³³ndʑa⁵⁵	Huang1992	21818
1913	MaerkangrGyalrong	correct (right)	wɐ stot	wɐ stot	Huang1992	18047
2172	MuyaKangding	correct (right)	ɴa³³ (ti⁵⁵)	ɴa³³ (ti⁵⁵)	Huang1992	20865
2547	MenyaGao	correct (right)		1ɴæ̠	Gao2016	
2781	OldBurmese	correct (right)	mhan	mhan		31062
3029	QueyuXinlong	correct (right)	ʑe¹³	ʑe¹³	Huang1992	20645
3454	QueyuPubarong	correct (right)	ʑi	ʑi	GuanForthcoming	
3616	SiyuewuKhroskyabs	correct (right)	vɟê	vɟê		38813
3961	BragbarSitu	correct (right)	va-sū	va-sū	ZhangForthcoming	
4523	Geshiza	correct (right)		tɔ	Honkasalo2019	
4653	GuanyinqiaoKhroskyabs	correct (right)	vɟji⁵³	vɟji⁵³	Huang2007	
5332	NjorogsKhroskyabs	correct (right)		vɟje⁵⁵	Yin2007	
5647	Tshobdun	correct (right)	wɐⁿgiʔ	wɐⁿgiʔ	Sun2019	
6004	NgyaltsuZbu	correct (right)	vɐⁿɟí	vɐⁿɟí	Gong2018	
6325	Zlarong	correct (right)	tho31a55sɨ31	tho31a55sɨ31	Zhao2019	
6455	KyomkyoSitu	correct (right)	kacha	kacha	Prins2016	
10	Bantawa	dark	makcɨkpa	makcɨkpa	Jongens2009	33885
247	Daofu	dark	ʁnɛ ʁnɛ	ʁnɛ ʁnɛ	Huang1992	19312
248	Daofu	dark	gɛ ʁnɛ	gɛ ʁnɛ	Huang1992	19313
530	Japhug	dark	qanɯ	qanɯ	Jacques2015b	30536
941	Tangut	dark	mur	mur	Li1997	38147
1314	WobziKhroskyabs	dark	ʁnî	ʁnî	Lai2017	31582
1634	Zhaba	dark	na³³pu⁵⁵pu³³	na³³pu⁵⁵pu³³	Huang1992	16541
1914	MaerkangrGyalrong	dark	mɐ kə khsɐl	mɐ kə khsɐl	Huang1992	18028
2548	MenyaGao	dark		1ɲiɕuɕu	Gao2016	
2782	OldBurmese	dark	mho₂ṅ	mho₂ṅ		31063
3030	QueyuXinlong	dark	ma⁵⁵psue⁵⁵	ma⁵⁵psue⁵⁵	Huang1992	20621
3455	QueyuPubarong	dark	ɲe pɨ̄pɨ	ɲe pɨ̄pɨ	GuanForthcoming	
3617	SiyuewuKhroskyabs	dark	ʁnî	ʁnî		38814
3962	BragbarSitu	dark	rɲīs	rɲīs	ZhangForthcoming	
4295	Geshiza	dark		a̯næ	Honkasalo2019	
4654	GuanyinqiaoKhroskyabs	dark	ʁni⁵³	ʁni⁵³	Huang2007	
5261	NjorogsKhroskyabs	dark		ʁni⁵⁵	Yin2007	
5527	Tshobdun	dark	qɐ́nu	qɐ́nu	Sun2019	
5792	NgyaltsuZbu	dark	kɐ-ldôv	kɐ-ldôv	Gong2018	
5883	NgyaltsuZbu	dark	kə-qɐnî 	kə-qɐnî 	Gong2018	
6200	Zlarong	dark	na31khũ55	na31khũ55	Zhao2019	
6456	KyomkyoSitu	dark			Prins2016	
249	Daofu	dirty	mi xtsoŋ	mi xtsoŋ	Huang1992	19384
531	Japhug	dirty	ɴqʰi	ɴqʰi	Jacques2015b	2062
942	Tangut	dirty	tɕior	tɕior	Li1997	38136
1315	WobziKhroskyabs	dirty	lqʰǽl	lqʰǽl	Lai2017	31587
1635	Zhaba	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	ma³³ʂtsᴜ̃⁵⁵ma³³	Huang1992	18066
1915	MaerkangrGyalrong	dirty	mɑk ʃo	mɑk ʃo	Huang1992	18071
2173	MuyaKangding	dirty	tɕhɑ⁵⁵mɑ⁵³	tɕhɑ⁵⁵mɑ⁵³	Huang1992	23093
2589	MenyaGao	dirty		1tɕha̠ma̠	Gao2016	
2783	OldBurmese	dirty	ññac◦pat	ññac◦pat		31064
3031	QueyuXinlong	dirty	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	Huang1992	20672
3456	QueyuPubarong	dirty	xtswəlyē	xtswəlyē	GuanForthcoming	
3618	SiyuewuKhroskyabs	dirty	rqʰǽl	rqʰǽl		38815
3963	BragbarSitu	dirty	ŋkhiēr	ŋkhiēr	ZhangForthcoming	
3964	BragbarSitu	dirty	ŋkhiēr	ŋkhiēr	ZhangForthcoming	
4602	Geshiza	dirty			Honkasalo2019	
4655	GuanyinqiaoKhroskyabs	dirty	lqʰal⁵⁵	lqʰal⁵⁵	Huang2007	
5175	NjorogsKhroskyabs	dirty		nqaʔr⁵⁵	Yin2007	
5680	Tshobdun	dirty			Sun2019	
6029	NgyaltsuZbu	dirty	mɐ-k-ɐχsrû	mɐ-k-ɐχsrû	Gong2018	
6345	Zlarong	dirty	tsɔ55pe53	tsɔ55pe53	Zhao2019	
6457	KyomkyoSitu	dirty	kənkəʔr	kənkəʔr	Prins2016	
11	Bantawa	dry	cʰopma (cʰoa)	cʰopma (cʰoa)	Jongens2009	33894
250	Daofu	dry	ɣro ɣro	ɣro ɣro	Huang1992	19328
532	Japhug	dry	rom	rom	Jacques2015b	31302
533	Japhug	dry	spɯ	spɯ	Jacques2015b	31309
534	Japhug	dry	zbaʁ	zbaʁ	Jacques2015b	2274
943	Tangut	dry	rowr¹	rowr¹	Li1997	2278
1316	WobziKhroskyabs	dry	zbî	zbî	Lai2017	31591
1636	Zhaba	dry	tʂy³³tʂy⁵⁵	tʂy³³tʂy⁵⁵	Huang1992	21801
1916	MaerkangrGyalrong	dry	kə rɑm	kə rɑm	Huang1992	18038
2174	MuyaKangding	dry	ra³³ra⁵³	ra³³ra⁵³	Huang1992	23039
2657	MenyaGao	dry		1ʐæ̠ʐæ̠	Gao2016	
2784	OldBurmese	dry	khro₂k	khro₂k		31065
3032	QueyuXinlong	dry	ru¹³ru³³	ru¹³ru³³	Huang1992	23597
3443	QueyuPubarong	dry	ʐo	ʐo	GuanForthcoming	
3619	SiyuewuKhroskyabs	dry	ʁrú	ʁrú		38816
3965	BragbarSitu	dry	rām	rām	ZhangForthcoming	
4576	Geshiza	dry		wro	Honkasalo2019	
4656	GuanyinqiaoKhroskyabs	dry	zbju⁵³	zbju⁵³	Huang2007	
4657	GuanyinqiaoKhroskyabs	dry	ʁru⁵⁵	ʁru⁵⁵	Huang2007	
5357	NjorogsKhroskyabs	dry		zbuk⁵⁵	Yin2007	
5559	Tshobdun	dry	rʁo kɐ́-rʁo	rʁo kɐ́-rʁo	Sun2019	
